date,year,month,day,day_of_year,station_id,station_name,basin,country,latitude,longitude,rainfall_mm,river_level_m,soil_moisture_percent,temperature_c,monsoon_season,flood_risk_score,flood_event_occurred,severity_level
2010-01-30,2010,1,30,30,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,8.7,6.86,36.7,22.5,0,0.0701,0,Normal (Green)
2010-01-30,2010,1,30,30,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,10.3,5.24,50.8,24.2,0,0.0722,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,12.2,4.5,57.7,23.2,0,0.0909,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,14.1,6.06,50.2,23.6,0,0.0885,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,11.8,3.21,49.1,23.4,0,0.0682,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,16.8,4.8,51.6,20.9,0,0.0861,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,16.1,4.68,53.8,25.7,0,0.102,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,23.7,5.59,57.3,25.6,0,0.094,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,40.3,8.06,47.1,23.4,0,0.1343,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,74.7,14.16,50.1,23.5,0,0.2382,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,20.7,9.59,39.0,22.0,0,0.0904,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,9.5,5.25,26.8,22.0,0,0.0619,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,11.9,4.75,33.5,23.7,0,0.0705,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,48.4,7.64,52.3,21.0,0,0.1904,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,25.9,5.3,55.8,23.9,0,0.1121,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,18.6,6.03,61.5,25.2,0,0.0919,0,Normal (Green)
2010-02-06,2010,2,6,37,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,13.1,5.08,64.1,22.5,0,0.0843,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,10.2,4.88,51.0,23.5,0,0.09,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,14.6,6.69,55.4,23.4,0,0.1054,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,17.8,3.76,55.7,21.8,0,0.0921,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,18.1,4.94,51.3,22.9,0,0.0899,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,21.9,4.4,51.8,21.4,0,0.1002,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,20.1,5.49,58.4,22.9,0,0.0894,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,23.6,7.43,68.8,23.2,0,0.1255,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,11.1,10.61,55.4,23.9,0,0.0856,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,20.4,8.92,34.2,22.9,0,0.0789,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,5.5,4.16,24.8,21.2,0,0.0458,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,10.2,4.8,41.7,21.2,0,0.0764,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,23.6,5.18,54.0,22.1,0,0.0929,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,16.1,5.69,55.8,22.9,0,0.1075,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,49.0,9.3,57.1,23.6,0,0.2044,0,Normal (Green)
2010-02-13,2010,2,13,44,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,23.1,6.32,54.4,26.5,0,0.1069,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,20.4,4.83,37.3,24.6,0,0.0872,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,16.8,5.36,66.5,24.9,0,0.0966,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,21.8,3.72,54.8,21.8,0,0.0949,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,8.8,4.34,49.2,23.0,0,0.0686,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,14.8,3.54,47.0,23.1,0,0.0701,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,16.1,6.08,58.3,20.4,0,0.0937,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,32.2,8.8,59.2,23.1,0,0.1531,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,11.1,9.66,48.8,26.3,0,0.0725,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,19.1,7.74,48.1,21.2,0,0.0784,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,11.2,5.87,31.5,23.6,0,0.0757,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,12.5,5.27,31.4,20.8,0,0.0782,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,24.4,5.53,48.1,24.9,0,0.0939,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,27.8,5.86,64.2,22.2,0,0.1402,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,24.8,8.14,56.0,22.7,0,0.1291,0,Normal (Green)
2010-02-20,2010,2,20,51,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,18.5,5.58,60.8,22.7,0,0.0951,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,10.4,3.81,57.1,23.7,0,0.075,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,21.6,5.3,44.7,23.9,0,0.08,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,11.7,4.07,49.8,26.3,0,0.0869,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,16.2,4.54,49.3,23.9,0,0.0789,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,20.7,4.95,52.9,23.8,0,0.1142,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,21.9,5.77,46.0,23.0,0,0.0837,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,18.4,6.57,62.6,22.8,0,0.0971,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,16.0,8.81,49.7,23.4,0,0.0718,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,10.4,7.11,49.1,23.5,0,0.0656,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,9.9,4.22,29.5,24.5,0,0.0519,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,18.7,5.09,39.1,25.0,0,0.0885,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,12.7,6.12,51.1,23.8,0,0.0933,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,21.5,4.52,58.2,23.3,0,0.0927,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,27.1,7.9,58.8,23.5,0,0.1319,0,Normal (Green)
2010-02-27,2010,2,27,58,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,29.8,6.31,51.9,23.2,0,0.113,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,24.7,4.2,42.7,24.1,0,0.0843,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,44.3,7.84,58.6,24.6,0,0.1886,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,34.5,4.56,42.7,23.3,0,0.122,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,36.3,6.01,47.2,24.2,0,0.1343,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,38.3,4.87,43.0,23.4,0,0.1254,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,51.7,8.59,61.4,23.0,0,0.2195,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,43.3,8.53,71.2,22.9,0,0.1892,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,43.0,10.95,56.8,22.1,0,0.1337,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,28.4,10.9,35.8,20.9,0,0.1122,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,25.2,5.94,28.1,25.1,0,0.0885,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,20.9,4.06,40.8,21.7,0,0.0734,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,38.5,6.2,54.6,25.5,0,0.1354,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,59.2,6.05,69.4,25.9,0,0.2197,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,50.1,8.73,53.8,26.8,0,0.1853,0,Normal (Green)
2010-03-06,2010,3,6,65,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,55.8,8.16,58.4,22.4,0,0.2208,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,19.7,5.04,53.8,27.5,0,0.1085,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,41.6,7.49,40.8,23.9,0,0.1444,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,32.5,4.48,51.5,23.1,0,0.1279,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,31.4,6.1,51.4,24.1,0,0.1346,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,32.4,4.68,43.2,25.9,0,0.1116,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,47.1,7.51,54.8,22.9,0,0.1663,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,77.7,10.7,76.5,23.2,0,0.3652,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,36.2,10.86,55.0,24.9,0,0.1197,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,23.0,8.04,35.4,23.2,0,0.0743,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,24.1,5.8,26.6,23.1,0,0.0835,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,17.4,4.72,40.2,23.8,0,0.081,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,20.9,6.26,44.2,27.6,0,0.0986,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,25.5,4.52,50.4,24.3,0,0.0896,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,29.8,8.26,66.8,24.8,0,0.1559,0,Normal (Green)
2010-03-13,2010,3,13,72,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,44.6,7.99,53.1,24.2,0,0.1803,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,35.3,5.47,42.6,24.3,0,0.1288,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,73.6,8.86,55.2,22.8,0,0.2911,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,35.4,4.23,37.2,23.4,0,0.1067,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,37.7,5.41,61.3,24.4,0,0.1403,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,24.6,4.22,59.8,25.1,0,0.1082,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,24.2,6.37,59.4,23.9,0,0.1102,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,53.6,9.34,71.0,24.5,0,0.235,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,26.0,9.91,54.9,23.4,0,0.0962,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,18.8,9.3,48.3,23.3,0,0.0944,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,19.7,5.66,34.3,24.1,0,0.0835,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,13.1,3.88,42.9,21.0,0,0.0651,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,23.1,5.99,57.1,27.9,0,0.1108,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,64.1,6.83,76.5,22.5,0,0.282,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,34.5,7.16,62.7,21.9,0,0.1346,0,Normal (Green)
2010-03-20,2010,3,20,79,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,49.1,7.1,57.6,27.3,0,0.1723,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,31.7,5.17,45.0,26.8,0,0.1181,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,38.7,7.42,56.3,23.2,0,0.1614,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,29.1,4.58,39.8,25.7,0,0.1113,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,35.1,5.32,50.3,23.7,0,0.119,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,41.5,4.42,45.3,23.7,0,0.12,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,37.9,7.73,57.5,23.7,0,0.1587,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,62.4,9.0,77.3,24.2,0,0.2617,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,34.0,11.24,45.4,22.4,0,0.1091,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,23.4,7.82,43.7,24.8,0,0.0797,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,49.2,6.06,40.1,21.1,0,0.1388,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,23.3,4.11,41.2,21.9,0,0.0769,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,20.4,5.03,50.2,21.3,0,0.0832,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,45.1,6.19,61.2,23.6,0,0.1778,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,38.5,6.7,60.4,24.0,0,0.1289,0,Normal (Green)
2010-03-27,2010,3,27,86,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,54.6,7.25,69.1,22.5,0,0.2099,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,23.7,5.13,56.8,25.3,0,0.1201,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,48.0,6.77,50.1,27.6,0,0.152,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,23.2,3.43,52.7,24.2,0,0.0873,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,32.1,6.22,53.5,26.0,0,0.142,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,58.5,4.81,60.1,27.0,0,0.1868,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,61.4,8.98,54.9,28.1,0,0.2426,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,76.8,9.06,76.2,27.9,0,0.3017,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,46.4,14.02,53.7,25.0,0,0.1779,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,173.6,19.88,70.5,24.9,0,0.8256,1,Severe (Orange)
2010-04-03,2010,4,3,93,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,28.6,6.47,41.6,25.6,0,0.1186,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,26.2,4.37,34.9,25.9,0,0.079,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-IRR-01,Mandalay Ayeyarwady,Irrawaddy Basin,Myanmar,21.9588,96.0891,50.8,7.5,62.6,25.7,0,0.211,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-IRR-02,Yangon Delta Station,Irrawaddy Basin,Myanmar,16.8661,96.1951,50.7,6.43,67.6,27.6,0,0.2107,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-RED-01,Hanoi Red River Post,Red River Basin,Vietnam,21.0285,105.8542,56.4,9.33,63.6,25.4,0,0.2364,0,Normal (Green)
2010-04-03,2010,4,3,93,STN-RED-02,Yen Bai Upper Red River,Red River Basin,Vietnam,21.705,104.875,31.7,6.37,53.7,25.0,0,0.1191,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-MEK-01,Vientiane Hydro Station,Mekong Basin,Laos,17.9757,102.6331,54.6,4.96,62.3,26.5,0,0.1771,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-MEK-02,Phnom Penh Chroy Changvar,Mekong Basin,Cambodia,11.5564,104.9282,33.8,6.83,54.3,23.0,0,0.1352,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-MEK-03,Chiang Saen Gauge,Mekong Basin,Thailand,20.2741,100.0886,25.1,4.24,47.0,24.5,0,0.1045,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-CHP-01,Nakhon Sawan C.2 Station,Chao Phraya Basin,Thailand,15.7003,100.1245,36.8,4.99,47.6,25.5,0,0.1104,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-CHP-02,Ayutthaya Bang Sai Post,Chao Phraya Basin,Thailand,14.195,100.514,47.1,5.82,60.3,26.5,0,0.2053,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-GAN-01,Patna Ganga Station,Ganges-Brahmaputra,India,25.5941,85.1376,32.1,7.07,72.5,29.3,0,0.1556,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-GAN-02,Dhaka Buriganga Gauge,Ganges-Brahmaputra,Bangladesh,23.8103,90.4125,60.4,8.28,65.1,25.1,0,0.2091,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-YAN-01,Wuhan Yangtze Station,Yangtze River,China,30.5928,114.3055,23.5,12.86,51.9,25.8,0,0.1196,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-YAN-02,Nanjing River Monitor,Yangtze River,China,32.0603,118.7969,37.7,11.12,48.5,23.4,0,0.1472,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-IND-01,Sukkur Barrage,Indus River,Pakistan,27.7052,68.8574,22.0,6.17,30.4,25.2,0,0.0912,0,Normal (Green)
2010-04-10,2010,4,10,100,STN-IND-02,Khyber Upper Indus,Indus River,Pakistan,34.0151,71.5249,45.8,6.36,43.7,26.0,0,0.1702,0,Normal (Green)
